order_id,brand_name,product_name,sales_ammount,sales_date,manufacturingcost
40560,Nokia,Nk500,52399.82,2018-08-04,779.00
41116,Nokia,Nk500,87919.57,2018-08-04,779.00
41175,Apple,iphone13,45034.57,2018-08-04,376.00
41835,Samsung,galaxy10,49939.31,2018-08-04,431.00
42153,Samsung,galaxy10,68006.88,2018-08-04,431.00
42911,Apple,iphone13,78609.96,2018-08-04,376.00
43391,Nokia,Nk500,9952.58,2018-08-04,779.00
43814,Apple,IpadMax,60450.40,2018-08-04,626.00
45381,Nokia,Nk400,4240.77,2018-08-04,836.00
45500,Samsung,galaxy13,64568.48,2018-08-04,867.00
45960,Apple,IpadMini,16300.45,2018-08-04,565.00
46433,Samsung,galaxy13,82191.14,2018-08-04,867.00
46988,Nokia,Nk500,9666.15,2018-08-04,779.00
47041,Nokia,Nk500,41497.36,2018-08-04,779.00
48038,Nokia,Nk500,92756.71,2018-08-04,779.00
48202,Nokia,Nk400,98224.36,2018-08-04,836.00
49317,Nokia,Nk500,29413.41,2018-08-04,779.00
49571,Nokia,Nk400,24383.29,2018-08-04,836.00
49795,Apple,Macbook512,19559.94,2018-08-04,737.00
617,Nokia,Nk500,71898.98,2018-08-05,779.00
2545,Samsung,galaxy12,18243.98,2018-08-05,549.00
3298,Samsung,galaxy11,81976.51,2018-08-05,587.00
3578,Apple,Macbook512,63391.05,2018-08-05,737.00
5626,Samsung,galaxy13,10496.56,2018-08-05,867.00
6333,Nokia,Nk500,92719.24,2018-08-05,779.00
9378,Nokia,Nk400,60896.59,2018-08-05,836.00
10937,Nokia,Nk500,84360.48,2018-08-05,779.00
12067,Samsung,galaxy11,27849.70,2018-08-05,587.00
12273,Nokia,Nk400,9981.40,2018-08-05,836.00
12327,Nokia,Nk500,50962.02,2018-08-05,779.00
13002,Apple,IpadMax,23910.65,2018-08-05,626.00
14656,Samsung,watch320,60670.79,2018-08-05,549.00
15609,Samsung,galaxy10,37382.93,2018-08-05,431.00
16161,Nokia,Nk500,65946.52,2018-08-05,779.00
17297,Apple,laptop256,23569.78,2018-08-05,164.00
19445,Samsung,galaxy10,31250.09,2018-08-05,431.00
19931,Apple,iphoneSE,99432.59,2018-08-05,823.00
20527,Apple,iphone12,31239.64,2018-08-05,283.00
20617,Nokia,Nk400,65123.63,2018-08-05,836.00
22756,Samsung,galaxy11,18477.38,2018-08-05,587.00
23220,Apple,iphoneSE,54186.91,2018-08-05,823.00
24178,Samsung,galaxy10,12927.39,2018-08-05,431.00
24440,Apple,IpadMax,17135.29,2018-08-05,626.00
28214,Apple,iphone12,25803.26,2018-08-05,283.00
29359,Apple,laptop256,94377.84,2018-08-05,164.00
29929,Samsung,galaxy10,80056.65,2018-08-05,431.00
30313,Nokia,Nk500,6943.71,2018-08-05,779.00
31206,Apple,laptop256,15243.16,2018-08-05,164.00
32028,Samsung,galaxy10,91708.76,2018-08-05,431.00
32647,Samsung,galaxy12,31121.25,2018-08-05,549.00
32970,Samsung,galaxy12,93918.29,2018-08-05,549.00
33901,Apple,laptop256,57722.98,2018-08-05,164.00
34096,Apple,IpadMax,35452.87,2018-08-05,626.00
34858,Samsung,galaxy10,75059.85,2018-08-05,431.00
36074,Samsung,galaxy10,19124.25,2018-08-05,431.00
37092,Samsung,galaxy11,51009.21,2018-08-05,587.00
38084,Nokia,Nk400,13355.02,2018-08-05,836.00
38391,Apple,laptop256,19205.70,2018-08-05,164.00
38896,Apple,IpadMax,68796.58,2018-08-05,626.00
39590,Samsung,galaxy11,29930.13,2018-08-05,587.00
40884,Samsung,galaxy13,85630.70,2018-08-05,867.00
41054,Apple,Macbook512,41046.49,2018-08-05,737.00
43131,Samsung,watch320,82372.15,2018-08-05,549.00
43383,Apple,iphoneSE,41773.79,2018-08-05,823.00
43772,Apple,IpadMini,84842.43,2018-08-05,565.00
44763,Apple,IpadMini,22734.41,2018-08-05,565.00
44907,Apple,iphone13,43408.27,2018-08-05,376.00
45097,Apple,iphone13,78725.93,2018-08-05,376.00
47000,Samsung,galaxy11,17782.45,2018-08-05,587.00
47387,Nokia,Nk400,87517.22,2018-08-05,836.00
48604,Samsung,galaxy11,72192.34,2018-08-05,587.00
48606,Apple,IpadMax,81498.54,2018-08-05,626.00
48987,Nokia,Nk400,15144.25,2018-08-05,836.00
198,Samsung,galaxy13,7756.96,2018-08-06,867.00
1366,Apple,iphone12,60941.84,2018-08-06,283.00
2663,Apple,iphone13,35230.65,2018-08-06,376.00
3684,Apple,iphone12,8820.20,2018-08-06,283.00
4508,Nokia,Nk400,10774.26,2018-08-06,836.00
5054,Samsung,watch320,64197.60,2018-08-06,549.00
6112,Apple,IpadMax,33251.24,2018-08-06,626.00
6406,Nokia,Nk400,46121.98,2018-08-06,836.00
6491,Apple,iphoneSE,17696.49,2018-08-06,823.00
6539,Nokia,Nk400,64253.82,2018-08-06,836.00
6764,Samsung,galaxy11,33035.67,2018-08-06,587.00
6973,Apple,iphone12,6051.56,2018-08-06,283.00
7381,Samsung,watch320,10403.94,2018-08-06,549.00
9400,Apple,Macbook512,81072.52,2018-08-06,737.00
10255,Samsung,galaxy13,76772.13,2018-08-06,867.00
10478,Nokia,Nk400,31838.20,2018-08-06,836.00
11339,Samsung,galaxy12,74089.99,2018-08-06,549.00
12655,Apple,laptop256,79756.75,2018-08-06,164.00
13597,Nokia,Nk400,80780.01,2018-08-06,836.00
14091,Samsung,galaxy11,70295.46,2018-08-06,587.00
15154,Nokia,Nk500,46959.64,2018-08-06,779.00
17092,Apple,Macbook512,24988.68,2018-08-06,737.00
17356,Apple,iphone13,72307.68,2018-08-06,376.00
17672,Nokia,Nk500,45726.52,2018-08-06,779.00
17829,Apple,Macbook512,46797.70,2018-08-06,737.00
19268,Samsung,galaxy13,50011.81,2018-08-06,867.00
19466,Nokia,Nk400,66551.55,2018-08-06,836.00
21023,Nokia,Nk500,55786.32,2018-08-06,779.00
21365,Apple,IpadMini,94653.03,2018-08-06,565.00
23169,Apple,laptop256,11190.24,2018-08-06,164.00
23948,Apple,IpadMini,26415.55,2018-08-06,565.00
25942,Samsung,galaxy12,84277.04,2018-08-06,549.00
27188,Apple,laptop256,78322.32,2018-08-06,164.00
28071,Apple,iphoneSE,45387.57,2018-08-06,823.00
30157,Nokia,Nk400,73591.90,2018-08-06,836.00
30692,Samsung,galaxy10,96480.01,2018-08-06,431.00
32149,Apple,IpadMax,54586.56,2018-08-06,626.00
32275,Apple,Macbook512,36804.62,2018-08-06,737.00
33734,Apple,laptop256,50079.46,2018-08-06,164.00
36806,Nokia,Nk500,66574.74,2018-08-06,779.00
38108,Samsung,galaxy13,354.50,2018-08-06,867.00
39362,Apple,IpadMax,6159.93,2018-08-06,626.00
40308,Samsung,galaxy10,94039.86,2018-08-06,431.00
41133,Apple,laptop256,40269.33,2018-08-06,164.00
41155,Samsung,galaxy13,23628.06,2018-08-06,867.00
41234,Apple,iphone12,44219.38,2018-08-06,283.00
41626,Nokia,Nk500,62205.54,2018-08-06,779.00
43526,Apple,iphoneSE,99042.75,2018-08-06,823.00
43551,Nokia,Nk500,34497.94,2018-08-06,779.00
43875,Samsung,watch320,41595.59,2018-08-06,549.00
45848,Samsung,galaxy13,45151.11,2018-08-06,867.00
46386,Samsung,watch320,63782.20,2018-08-06,549.00
46954,Samsung,watch320,10354.93,2018-08-06,549.00
47285,Nokia,Nk400,95787.56,2018-08-06,836.00
47304,Nokia,Nk500,65915.48,2018-08-06,779.00
47919,Apple,Macbook512,88304.33,2018-08-06,737.00
48411,Samsung,galaxy13,88539.44,2018-08-06,867.00
48546,Nokia,Nk500,58443.77,2018-08-06,779.00
254,Samsung,galaxy10,32424.73,2018-08-07,431.00
287,Samsung,galaxy13,34689.16,2018-08-07,867.00
1454,Nokia,Nk400,90055.08,2018-08-07,836.00
2878,Samsung,galaxy10,39060.34,2018-08-07,431.00
3708,Samsung,galaxy10,44243.06,2018-08-07,431.00
4929,Samsung,watch320,25902.26,2018-08-07,549.00
6644,Samsung,galaxy10,12773.64,2018-08-07,431.00
7079,Apple,iphone12,91652.85,2018-08-07,283.00
11247,Apple,iphoneSE,82267.53,2018-08-07,823.00
13987,Apple,iphone12,27566.98,2018-08-07,283.00
16338,Apple,IpadMax,89085.14,2018-08-07,626.00
19518,Apple,IpadMini,13727.14,2018-08-07,565.00
19841,Apple,Macbook512,7610.78,2018-08-07,737.00
20850,Nokia,Nk500,73411.27,2018-08-07,779.00
21189,Samsung,galaxy10,82608.95,2018-08-07,431.00
21713,Nokia,Nk400,29779.84,2018-08-07,836.00
22048,Nokia,Nk400,59939.96,2018-08-07,836.00
23548,Apple,iphone12,2474.68,2018-08-07,283.00
23740,Nokia,Nk500,19503.22,2018-08-07,779.00
23986,Samsung,galaxy13,68520.60,2018-08-07,867.00
26637,Samsung,watch320,3032.71,2018-08-07,549.00
28133,Nokia,Nk400,43252.00,2018-08-07,836.00
28347,Apple,iphone12,8304.95,2018-08-07,283.00
28830,Apple,laptop256,77741.99,2018-08-07,164.00
29019,Samsung,galaxy12,29756.71,2018-08-07,549.00
30291,Apple,iphoneSE,80473.69,2018-08-07,823.00
30344,Samsung,watch320,33831.97,2018-08-07,549.00
31276,Samsung,galaxy12,98240.99,2018-08-07,549.00
31631,Samsung,galaxy11,97926.01,2018-08-07,587.00
32279,Samsung,galaxy11,42270.43,2018-08-07,587.00
34622,Nokia,Nk400,68028.13,2018-08-07,836.00
36732,Apple,Macbook512,32190.13,2018-08-07,737.00
37387,Nokia,Nk500,92446.81,2018-08-07,779.00
37759,Apple,iphone12,73988.82,2018-08-07,283.00
38017,Nokia,Nk400,20319.29,2018-08-07,836.00
40317,Nokia,Nk500,76627.46,2018-08-07,779.00
41363,Samsung,galaxy11,32176.80,2018-08-07,587.00
43063,Samsung,galaxy12,42553.53,2018-08-07,549.00
43935,Samsung,galaxy11,47050.49,2018-08-07,587.00
44453,Samsung,galaxy13,25222.41,2018-08-07,867.00
45599,Samsung,galaxy13,2124.89,2018-08-07,867.00
45881,Apple,iphone13,86896.42,2018-08-07,376.00
46889,Apple,IpadMax,43996.25,2018-08-07,626.00
46909,Nokia,Nk400,36019.98,2018-08-07,836.00
48695,Nokia,Nk500,41418.28,2018-08-07,779.00
49381,Nokia,Nk400,35521.25,2018-08-07,836.00
286,Apple,iphone13,72160.08,2018-08-08,376.00
619,Samsung,galaxy13,79566.85,2018-08-08,867.00
1405,Nokia,Nk500,73763.08,2018-08-08,779.00
1790,Nokia,Nk500,802.49,2018-08-08,779.00
1891,Samsung,galaxy10,29995.62,2018-08-08,431.00
2051,Apple,IpadMini,77864.70,2018-08-08,565.00
2996,Samsung,galaxy10,91230.01,2018-08-08,431.00
3315,Apple,Macbook512,37609.14,2018-08-08,737.00
4322,Samsung,watch320,71148.40,2018-08-08,549.00
4842,Apple,IpadMini,21383.33,2018-08-08,565.00
4883,Samsung,galaxy11,19485.59,2018-08-08,587.00
5087,Samsung,galaxy13,9523.19,2018-08-08,867.00
5130,Nokia,Nk400,73927.68,2018-08-08,836.00
5613,Samsung,galaxy13,91986.23,2018-08-08,867.00
5998,Apple,iphoneSE,90304.86,2018-08-08,823.00
6235,Apple,IpadMax,37831.07,2018-08-08,626.00
6286,Apple,IpadMini,9049.50,2018-08-08,565.00
6860,Samsung,galaxy10,8700.76,2018-08-08,431.00
6938,Apple,IpadMini,75862.36,2018-08-08,565.00
7185,Apple,iphone13,13060.34,2018-08-08,376.00
7826,Apple,iphoneSE,32232.64,2018-08-08,823.00
8327,Nokia,Nk400,97993.70,2018-08-08,836.00
9176,Apple,iphoneSE,64172.66,2018-08-08,823.00
9293,Nokia,Nk400,26674.11,2018-08-08,836.00
9350,Apple,iphoneSE,95987.44,2018-08-08,823.00
11187,Apple,laptop256,19920.99,2018-08-08,164.00
11640,Samsung,galaxy13,4652.74,2018-08-08,867.00
13231,Apple,iphone13,92964.67,2018-08-08,376.00
13377,Samsung,galaxy13,46105.39,2018-08-08,867.00
14458,Apple,IpadMax,59138.28,2018-08-08,626.00
14525,Samsung,galaxy13,63933.23,2018-08-08,867.00
15184,Nokia,Nk400,93264.27,2018-08-08,836.00
16515,Nokia,Nk500,26169.41,2018-08-08,779.00
19491,Nokia,Nk500,6535.47,2018-08-08,779.00
20212,Samsung,galaxy10,64905.53,2018-08-08,431.00
21257,Apple,Macbook512,61940.21,2018-08-08,737.00
21674,Samsung,galaxy10,10605.54,2018-08-08,431.00
21931,Samsung,watch320,23071.94,2018-08-08,549.00
23498,Nokia,Nk500,48088.46,2018-08-08,779.00
23616,Samsung,galaxy10,73912.40,2018-08-08,431.00
24010,Apple,IpadMini,5795.03,2018-08-08,565.00
24687,Samsung,galaxy10,42972.97,2018-08-08,431.00
25615,Samsung,galaxy11,77707.64,2018-08-08,587.00
26345,Nokia,Nk500,91516.93,2018-08-08,779.00
26475,Apple,iphone12,89551.62,2018-08-08,283.00
28761,Samsung,galaxy12,53626.45,2018-08-08,549.00
28831,Apple,iphoneSE,53785.69,2018-08-08,823.00
29110,Nokia,Nk500,16261.12,2018-08-08,779.00
29864,Apple,iphoneSE,75117.32,2018-08-08,823.00
30802,Nokia,Nk500,76342.40,2018-08-08,779.00
32458,Apple,iphone12,15122.92,2018-08-08,283.00
32913,Nokia,Nk400,4921.30,2018-08-08,836.00
34380,Samsung,galaxy12,4167.54,2018-08-08,549.00
34522,Nokia,Nk400,31370.91,2018-08-08,836.00
35624,Nokia,Nk400,81030.27,2018-08-08,836.00
36153,Nokia,Nk400,51024.61,2018-08-08,836.00
37987,Samsung,galaxy10,33002.07,2018-08-08,431.00
38128,Nokia,Nk400,66279.48,2018-08-08,836.00
38617,Apple,IpadMax,40403.14,2018-08-08,626.00
40180,Apple,iphone12,84321.58,2018-08-08,283.00
41740,Apple,Macbook512,75869.94,2018-08-08,737.00
42022,Apple,iphone13,73418.42,2018-08-08,376.00
43137,Nokia,Nk500,90120.62,2018-08-08,779.00
43330,Samsung,galaxy11,10997.72,2018-08-08,587.00
47863,Samsung,watch320,26611.90,2018-08-08,549.00
49054,Nokia,Nk400,95237.64,2018-08-08,836.00
49129,Samsung,galaxy10,24989.28,2018-08-08,431.00
294,Samsung,galaxy11,43964.85,2018-08-09,587.00
1239,Samsung,watch320,20801.81,2018-08-09,549.00
1401,Nokia,Nk500,14371.24,2018-08-09,779.00
5352,Samsung,watch320,78643.86,2018-08-09,549.00
6228,Apple,IpadMini,55809.07,2018-08-09,565.00
7027,Nokia,Nk500,6735.07,2018-08-09,779.00
7843,Samsung,galaxy12,26989.86,2018-08-09,549.00
7974,Samsung,galaxy13,6395.92,2018-08-09,867.00
8358,Nokia,Nk500,61039.24,2018-08-09,779.00
8623,Apple,iphone12,57115.66,2018-08-09,283.00
10185,Apple,laptop256,98314.21,2018-08-09,164.00
10752,Nokia,Nk400,67550.95,2018-08-09,836.00
10980,Nokia,Nk400,53441.69,2018-08-09,836.00
12528,Nokia,Nk500,33612.25,2018-08-09,779.00
12730,Samsung,galaxy12,69499.13,2018-08-09,549.00
15072,Samsung,galaxy12,39162.74,2018-08-09,549.00
15155,Nokia,Nk500,11436.66,2018-08-09,779.00
15511,Apple,IpadMax,29888.57,2018-08-09,626.00
18096,Samsung,galaxy12,45659.70,2018-08-09,549.00
18718,Nokia,Nk400,32113.05,2018-08-09,836.00
20304,Apple,iphone12,94372.64,2018-08-09,283.00
22214,Apple,laptop256,57778.50,2018-08-09,164.00
22748,Samsung,galaxy12,54394.20,2018-08-09,549.00
23540,Apple,iphoneSE,54570.31,2018-08-09,823.00
24097,Nokia,Nk400,93272.44,2018-08-09,836.00
24447,Nokia,Nk500,81311.66,2018-08-09,779.00
24610,Apple,iphone12,88495.27,2018-08-09,283.00
28653,Samsung,watch320,49524.72,2018-08-09,549.00
29476,Samsung,galaxy12,23150.46,2018-08-09,549.00
29484,Apple,iphoneSE,48404.04,2018-08-09,823.00
29946,Apple,IpadMini,15670.77,2018-08-09,565.00
30782,Samsung,galaxy13,78082.49,2018-08-09,867.00
31622,Samsung,galaxy12,91001.56,2018-08-09,549.00
31814,Samsung,galaxy10,35387.27,2018-08-09,431.00
32976,Samsung,galaxy13,30231.96,2018-08-09,867.00
33190,Nokia,Nk500,17969.59,2018-08-09,779.00
36850,Apple,Macbook512,82598.91,2018-08-09,737.00
37746,Samsung,galaxy12,81461.24,2018-08-09,549.00
38040,Nokia,Nk400,27358.75,2018-08-09,836.00
39249,Apple,iphone12,33572.43,2018-08-09,283.00
39434,Apple,IpadMini,9023.57,2018-08-09,565.00
40222,Apple,Macbook512,9513.78,2018-08-09,737.00
40382,Nokia,Nk500,12015.54,2018-08-09,779.00
41508,Apple,laptop256,70368.47,2018-08-09,164.00
42303,Samsung,galaxy11,96643.93,2018-08-09,587.00
43119,Samsung,galaxy12,79972.79,2018-08-09,549.00
43354,Apple,laptop256,60530.60,2018-08-09,164.00
43407,Nokia,Nk500,41708.28,2018-08-09,779.00
44030,Apple,Macbook512,12936.09,2018-08-09,737.00
44153,Apple,IpadMax,60268.43,2018-08-09,626.00
45215,Apple,iphone12,53284.74,2018-08-09,283.00
46359,Nokia,Nk400,47767.11,2018-08-09,836.00
46998,Nokia,Nk500,1705.83,2018-08-09,779.00
48868,Apple,iphoneSE,63407.00,2018-08-09,823.00
2201,Apple,IpadMini,56067.64,2018-08-10,565.00
2401,Apple,iphoneSE,58642.10,2018-08-10,823.00
2716,Samsung,galaxy12,20828.63,2018-08-10,549.00
4002,Samsung,galaxy13,95514.57,2018-08-10,867.00
4288,Apple,IpadMini,25908.13,2018-08-10,565.00
5232,Samsung,galaxy12,35044.67,2018-08-10,549.00
5643,Samsung,galaxy10,29190.67,2018-08-10,431.00
6068,Nokia,Nk400,83474.31,2018-08-10,836.00
9189,Samsung,galaxy11,57838.27,2018-08-10,587.00
9426,Samsung,galaxy12,18958.69,2018-08-10,549.00
10698,Samsung,watch320,59208.19,2018-08-10,549.00
10811,Apple,iphone13,50840.31,2018-08-10,376.00
11691,Apple,IpadMini,27119.18,2018-08-10,565.00
12508,Nokia,Nk400,90198.77,2018-08-10,836.00
13490,Apple,IpadMax,87454.40,2018-08-10,626.00
15553,Samsung,watch320,73154.04,2018-08-10,549.00
15646,Apple,iphone12,56096.63,2018-08-10,283.00
19342,Apple,iphoneSE,71314.61,2018-08-10,823.00
19525,Nokia,Nk400,89344.65,2018-08-10,836.00
19838,Samsung,galaxy10,72074.41,2018-08-10,431.00
20992,Apple,iphoneSE,32285.70,2018-08-10,823.00
21346,Nokia,Nk500,5833.11,2018-08-10,779.00
24189,Apple,iphone12,90157.04,2018-08-10,283.00
24649,Samsung,galaxy12,83337.20,2018-08-10,549.00
24861,Nokia,Nk500,15614.72,2018-08-10,779.00
26326,Samsung,galaxy12,72857.94,2018-08-10,549.00
26392,Apple,IpadMini,59714.44,2018-08-10,565.00
27412,Samsung,galaxy10,90046.99,2018-08-10,431.00
28298,Apple,laptop256,73126.09,2018-08-10,164.00
28790,Samsung,watch320,31042.64,2018-08-10,549.00
29040,Samsung,galaxy11,29913.70,2018-08-10,587.00
30415,Samsung,watch320,16038.78,2018-08-10,549.00
31665,Apple,iphoneSE,23539.76,2018-08-10,823.00
33202,Apple,iphoneSE,17953.93,2018-08-10,823.00
35251,Samsung,galaxy12,7317.55,2018-08-10,549.00
36139,Apple,IpadMini,67516.00,2018-08-10,565.00
37060,Nokia,Nk500,3072.48,2018-08-10,779.00
37159,Apple,Macbook512,28082.96,2018-08-10,737.00
37912,Samsung,watch320,29324.80,2018-08-10,549.00
40043,Nokia,Nk500,51920.35,2018-08-10,779.00
40508,Samsung,watch320,26914.37,2018-08-10,549.00
40982,Apple,IpadMax,81358.39,2018-08-10,626.00
41486,Apple,iphone12,50884.32,2018-08-10,283.00
41627,Apple,iphone13,73660.40,2018-08-10,376.00
42140,Nokia,Nk500,15333.57,2018-08-10,779.00
43243,Apple,Macbook512,80822.38,2018-08-10,737.00
44039,Samsung,galaxy13,68714.41,2018-08-10,867.00
44287,Samsung,galaxy11,22344.32,2018-08-10,587.00
44616,Samsung,watch320,48926.63,2018-08-10,549.00
45802,Samsung,watch320,82730.39,2018-08-10,549.00
46612,Nokia,Nk400,69232.40,2018-08-10,836.00
46885,Nokia,Nk500,93766.91,2018-08-10,779.00
48336,Apple,Macbook512,56285.34,2018-08-10,737.00
49257,Apple,IpadMax,42358.31,2018-08-10,626.00
49288,Samsung,galaxy11,68685.12,2018-08-10,587.00
333,Samsung,galaxy13,82198.80,2018-08-11,867.00
1078,Apple,iphone13,46889.00,2018-08-11,376.00
1419,Samsung,galaxy11,37029.21,2018-08-11,587.00
2616,Apple,laptop256,53324.93,2018-08-11,164.00
4445,Samsung,galaxy11,54798.20,2018-08-11,587.00
4752,Apple,IpadMini,24140.55,2018-08-11,565.00
5195,Apple,iphoneSE,14659.21,2018-08-11,823.00
5211,Samsung,watch320,52226.21,2018-08-11,549.00
6691,Apple,iphone12,84689.28,2018-08-11,283.00
7778,Apple,iphone13,13895.54,2018-08-11,376.00
11555,Nokia,Nk500,30677.27,2018-08-11,779.00
14087,Samsung,galaxy12,80949.37,2018-08-11,549.00
15412,Samsung,galaxy12,88363.64,2018-08-11,549.00
15693,Nokia,Nk500,56787.16,2018-08-11,779.00
15943,Apple,Macbook512,46233.19,2018-08-11,737.00
18441,Nokia,Nk500,52325.33,2018-08-11,779.00
19012,Apple,IpadMax,78605.70,2018-08-11,626.00
19031,Apple,Macbook512,34455.49,2018-08-11,737.00
19034,Samsung,galaxy13,28160.90,2018-08-11,867.00
19898,Apple,iphoneSE,25990.70,2018-08-11,823.00
20131,Apple,IpadMax,62197.79,2018-08-11,626.00
22895,Samsung,galaxy13,69455.38,2018-08-11,867.00
23647,Samsung,watch320,21507.41,2018-08-11,549.00
23704,Apple,Macbook512,56739.52,2018-08-11,737.00
23756,Apple,iphoneSE,57534.27,2018-08-11,823.00
26911,Samsung,galaxy10,90150.05,2018-08-11,431.00
27342,Nokia,Nk400,14882.91,2018-08-11,836.00
28223,Apple,iphone12,6008.71,2018-08-11,283.00
30479,Apple,iphone13,40172.54,2018-08-11,376.00
30784,Apple,iphone13,27392.01,2018-08-11,376.00
32673,Apple,Macbook512,26797.51,2018-08-11,737.00
32842,Apple,iphone13,48101.93,2018-08-11,376.00
33398,Apple,iphone13,56490.89,2018-08-11,376.00
33556,Apple,laptop256,52080.85,2018-08-11,164.00
34715,Apple,iphone13,64654.62,2018-08-11,376.00
35639,Samsung,galaxy13,10338.43,2018-08-11,867.00
36489,Apple,Macbook512,19157.07,2018-08-11,737.00
36954,Nokia,Nk500,54141.85,2018-08-11,779.00
37030,Nokia,Nk500,63496.28,2018-08-11,779.00
37046,Apple,iphone12,33979.40,2018-08-11,283.00
37679,Apple,IpadMini,28194.26,2018-08-11,565.00
38131,Nokia,Nk500,13524.44,2018-08-11,779.00
38462,Samsung,galaxy12,20381.19,2018-08-11,549.00
41315,Samsung,galaxy10,18710.47,2018-08-11,431.00
41420,Samsung,galaxy12,22389.97,2018-08-11,549.00
43828,Apple,iphone13,68327.92,2018-08-11,376.00
44132,Samsung,galaxy12,11211.04,2018-08-11,549.00
45504,Samsung,galaxy12,75338.09,2018-08-11,549.00
47132,Apple,IpadMax,29433.67,2018-08-11,626.00
48583,Apple,IpadMini,3050.23,2018-08-11,565.00
48767,Samsung,watch320,58069.04,2018-08-11,549.00
661,Apple,iphoneSE,25487.85,2018-08-12,823.00
1302,Apple,laptop256,13818.13,2018-08-12,164.00
1491,Nokia,Nk500,49749.10,2018-08-12,779.00
3791,Apple,IpadMini,68061.72,2018-08-12,565.00
3937,Apple,laptop256,87124.16,2018-08-12,164.00
3943,Apple,iphone13,62425.45,2018-08-12,376.00
4540,Nokia,Nk400,90788.69,2018-08-12,836.00
5682,Nokia,Nk500,10252.60,2018-08-12,779.00
6272,Apple,iphone12,66900.06,2018-08-12,283.00
8794,Apple,laptop256,72891.59,2018-08-12,164.00
10155,Nokia,Nk400,25843.67,2018-08-12,836.00
10283,Apple,IpadMax,74651.84,2018-08-12,626.00
11536,Apple,laptop256,83019.11,2018-08-12,164.00
12133,Samsung,galaxy12,41916.75,2018-08-12,549.00
12815,Samsung,galaxy12,69833.06,2018-08-12,549.00
13111,Samsung,galaxy13,81589.58,2018-08-12,867.00
13759,Apple,iphone12,89313.32,2018-08-12,283.00
15692,Samsung,galaxy10,66557.69,2018-08-12,431.00
16726,Apple,iphone13,74682.32,2018-08-12,376.00
19770,Samsung,watch320,50998.62,2018-08-12,549.00
20376,Apple,Macbook512,44565.99,2018-08-12,737.00
20618,Samsung,galaxy13,6533.85,2018-08-12,867.00
21200,Apple,laptop256,90162.16,2018-08-12,164.00
21371,Apple,iphoneSE,60556.51,2018-08-12,823.00
21470,Samsung,galaxy10,93477.83,2018-08-12,431.00
22278,Apple,IpadMax,45619.84,2018-08-12,626.00
22618,Samsung,galaxy13,89523.69,2018-08-12,867.00
22766,Samsung,galaxy10,10548.71,2018-08-12,431.00
23985,Samsung,galaxy11,59889.86,2018-08-12,587.00
24211,Nokia,Nk500,39020.90,2018-08-12,779.00
24782,Samsung,galaxy10,63425.99,2018-08-12,431.00
24804,Apple,iphoneSE,32198.49,2018-08-12,823.00
25049,Samsung,galaxy13,69503.94,2018-08-12,867.00
27902,Nokia,Nk500,81474.70,2018-08-12,779.00
28668,Apple,iphone13,86346.70,2018-08-12,376.00
29760,Apple,IpadMini,98155.71,2018-08-12,565.00
29951,Apple,iphoneSE,88790.19,2018-08-12,823.00
31066,Samsung,galaxy11,80483.49,2018-08-12,587.00
31349,Nokia,Nk400,2913.51,2018-08-12,836.00
33325,Samsung,galaxy12,12787.09,2018-08-12,549.00
34094,Nokia,Nk500,87087.24,2018-08-12,779.00
34120,Samsung,galaxy13,38351.43,2018-08-12,867.00
34591,Samsung,galaxy13,95581.93,2018-08-12,867.00
35999,Nokia,Nk400,36184.11,2018-08-12,836.00
36731,Nokia,Nk500,38089.79,2018-08-12,779.00
37807,Apple,iphone12,32769.46,2018-08-12,283.00
38396,Nokia,Nk400,66081.83,2018-08-12,836.00
39235,Apple,Macbook512,86080.17,2018-08-12,737.00
40321,Samsung,galaxy10,58082.38,2018-08-12,431.00
40328,Samsung,watch320,85734.68,2018-08-12,549.00
40540,Apple,IpadMax,95284.21,2018-08-12,626.00
41268,Apple,laptop256,44131.27,2018-08-12,164.00
41850,Samsung,galaxy11,39535.04,2018-08-12,587.00
42371,Apple,Macbook512,66219.53,2018-08-12,737.00
42761,Apple,iphone13,18179.98,2018-08-12,376.00
43938,Samsung,watch320,38453.53,2018-08-12,549.00
45318,Apple,iphoneSE,20312.92,2018-08-12,823.00
45468,Nokia,Nk500,66726.09,2018-08-12,779.00
45497,Apple,IpadMini,77202.92,2018-08-12,565.00
45537,Samsung,galaxy11,62671.12,2018-08-12,587.00
46744,Nokia,Nk400,54964.99,2018-08-12,836.00
47497,Apple,iphoneSE,99832.09,2018-08-12,823.00
47498,Nokia,Nk500,24369.41,2018-08-12,779.00
48029,Nokia,Nk500,42852.48,2018-08-12,779.00
48722,Apple,Macbook512,24195.72,2018-08-12,737.00
323,Samsung,galaxy13,2805.81,2018-08-13,867.00
804,Apple,Macbook512,65133.14,2018-08-13,737.00
1308,Samsung,watch320,1941.76,2018-08-13,549.00
1792,Nokia,Nk500,44635.12,2018-08-13,779.00
2100,Samsung,galaxy10,79921.63,2018-08-13,431.00
2638,Nokia,Nk400,8244.70,2018-08-13,836.00
2739,Samsung,galaxy11,21630.58,2018-08-13,587.00
2866,Apple,IpadMini,76654.97,2018-08-13,565.00
3657,Nokia,Nk500,70322.86,2018-08-13,779.00
4080,Samsung,watch320,18958.64,2018-08-13,549.00
6558,Apple,IpadMax,55973.49,2018-08-13,626.00
