orderid,brand_name,product_name,sales_ammount,sales_date
0007701,Apple,iphone13,31791.02,2019-12-11
0007702,Apple,iphone11,35963.33,2019-08-29
0007703,Samsung,galaxy12,7770.27,2018-06-10
0007704,Nokia,Nk500,53338.7,2019-11-26
0007705,Nokia,Nk500,70253.02,2018-05-24
0007706,Apple,iphone12,19336.86,2019-02-12
0007707,Samsung,galaxy13,75060.91,2018-12-08
0007708,Nokia,Nk320,67284.33,2018-07-08
0007709,Apple,iphone11,20713.31,2019-03-30
0007710,Apple,Macbook512,86224.07,2019-12-04
0007711,Apple,iphone13,98704.35,2020-02-11
0007712,Nokia,Nk320,36902.06,2018-07-14
0007713,Apple,Macbook512,88548.38,2019-03-20
0007714,Apple,laptop256,93839.35,2018-06-07
0007715,Nokia,Nk320,71548.48,2019-10-02
0007716,Apple,IpadMini,35450.26,2019-06-11
0007717,Apple,iphone13,92683.11,2019-10-02
0007718,Apple,iphoneSE,77749.16,2019-07-16
0007719,Nokia,Nk500,29929.47,2018-06-14
0007720,Nokia,Nk500,26009.98,2020-02-18
0007721,Apple,laptop256,50475.53,2019-10-09
0007722,Samsung,watch320,25750.56,2020-03-15
0007723,Apple,IpadMini,23464.92,2019-08-03
0007724,Samsung,galaxy12,79249.46,2019-06-06
0007725,Apple,iphoneSE,65917.76,2019-09-21
0007726,Samsung,galaxy13,87474.61,2020-03-31
0007727,Samsung,galaxy13,71567.97,2018-09-18
0007728,Samsung,galaxy13,94101.56,2018-06-13
0007729,Samsung,galaxy11,3756.22,2019-09-07
0007730,Apple,iphone12,84848.0,2019-08-21
0007731,Apple,IpadMax,9147.11,2019-06-16
0007732,Nokia,Nk320,96216.93,2018-07-09
0007733,Apple,Macbook512,95619.01,2019-12-16
0007734,Nokia,Nk400,98795.5,2020-02-11
0007735,Apple,iphone12,79340.62,2018-09-03
0007736,Samsung,galaxy12,4785.66,2019-05-12
0007737,Nokia,Nk400,88786.69,2018-08-24
0007738,Apple,IpadMini,31759.59,2018-05-19
0007739,Samsung,watch320,38838.02,2020-01-01
0007740,Samsung,galaxy13,87470.11,2019-10-23
0007741,Nokia,Nk400,84266.41,2018-06-05
0007742,Samsung,galaxy11,29787.11,2018-12-11
0007743,Nokia,Nk500,98559.41,2019-07-23
0007744,Nokia,Nk500,9645.29,2020-04-04
0007745,Apple,Macbook512,51614.96,2019-06-15
0007746,Nokia,Nk500,15195.52,2019-08-30
0007747,Nokia,Nk320,94423.68,2019-06-08
0007748,Apple,laptop256,88701.09,2019-05-08
0007749,Samsung,watch320,61426.19,2019-11-09
0007750,Samsung,watch340,27863.87,2019-11-03
0007751,Apple,IpadMini,35524.03,2018-09-28
0007752,Samsung,galaxy10,19860.82,2018-08-01
0007753,Apple,IpadMax,52692.53,2019-02-26
0007754,Samsung,watch320,85010.08,2019-07-13
0007755,Samsung,watch320,76204.33,2019-08-28
0007756,Apple,Macbook512,59659.56,2019-05-03
0007757,Samsung,galaxy12,52195.96,2018-07-26
0007758,Apple,Macbook512,59664.84,2019-10-02
0007759,Samsung,watch320,60465.2,2019-02-28
0007760,Apple,iphoneSE,57154.57,2018-12-16
0007761,Samsung,galaxy11,29666.5,2020-03-08
0007762,Nokia,Nk500,54793.81,2018-06-12
0007763,Nokia,Nk500,49380.48,2019-05-04
0007764,Nokia,Nk400,62615.6,2019-07-01
0007765,Nokia,Nk320,39131.08,2018-07-16
0007766,Samsung,galaxy11,65390.21,2019-08-03
0007767,Nokia,Nk320,50848.86,2020-03-15
0007768,Samsung,galaxy10,33754.79,2018-08-19
0007769,Nokia,Nk320,90330.05,2018-10-13
0007770,Nokia,Nk320,53789.66,2020-03-25
0007771,Nokia,Nk400,96130.85,2018-11-27
0007772,Nokia,Nk500,53852.28,2020-03-30
0007773,Nokia,Nk320,32433.34,2018-12-05
0007774,Nokia,Nk400,65114.18,2018-11-22
0007775,Samsung,watch320,60278.1,2019-10-01
0007776,Apple,iphone12,6523.13,2018-12-11
0007777,Nokia,Nk400,86361.48,2018-10-20
0007778,Apple,iphone13,13895.54,2018-08-11
0007779,Samsung,watch320,82460.1,2018-06-24
0007780,Apple,iphone11,21075.82,2020-02-28
0007781,Samsung,watch340,53650.08,2018-11-23
0007782,Nokia,Nk500,4081.31,2019-03-13
0007783,Nokia,Nk320,79007.4,2019-01-11
0007784,Nokia,Nk500,3457.5,2019-07-13
0007785,Nokia,Nk400,46788.34,2018-09-14
0007786,Nokia,Nk320,84257.97,2019-04-09
0007787,Samsung,watch340,91648.72,2018-10-12
0007788,Apple,iphone12,39548.88,2019-06-28
0007789,Samsung,galaxy10,68844.09,2019-10-02
0007790,Samsung,galaxy10,51848.24,2018-12-28
0007791,Samsung,watch340,95596.68,2020-01-17
0007792,Samsung,galaxy13,32129.62,2019-07-27
0007793,Apple,iphone11,38154.14,2019-09-09
0007794,Samsung,galaxy11,21009.34,2018-09-21
0007795,Samsung,watch320,51639.76,2019-08-29
0007796,Samsung,watch320,10228.11,2018-07-19
0007797,Samsung,galaxy11,3853.91,2018-05-19
0007798,Nokia,Nk500,60935.35,2018-10-27
0007799,Apple,IpadMini,98839.12,2019-03-30
0007800,Samsung,galaxy12,16719.57,2019-07-10
0007801,Nokia,Nk320,35776.96,2019-05-31
0007802,Nokia,Nk400,11492.49,2020-04-21
0007803,Apple,iphone12,1104.53,2018-12-25
0007804,Apple,iphone12,81351.9,2020-01-15
0007805,Nokia,Nk320,49992.68,2019-02-14
0007806,Nokia,Nk320,50839.87,2018-11-17
0007807,Samsung,galaxy10,4418.81,2020-04-28
0007808,Samsung,galaxy13,12178.33,2019-07-11
0007809,Apple,iphoneSE,58945.84,2020-01-14
0007810,Apple,IpadMax,15026.88,2018-11-19
0007811,Apple,iphone12,54632.04,2018-09-19
0007812,Samsung,galaxy13,45754.33,2018-05-12
0007813,Nokia,Nk400,29542.66,2018-07-05
0007814,Samsung,galaxy13,77246.93,2020-03-31
0007815,Samsung,galaxy11,11893.76,2020-04-25
0007816,Samsung,galaxy11,70674.53,2019-05-31
0007817,Samsung,watch320,69862.54,2019-01-28
0007818,Samsung,galaxy11,35448.14,2018-10-03
0007819,Samsung,galaxy11,40198.15,2019-05-05
0007820,Apple,iphone12,25081.67,2018-05-12
0007821,Nokia,Nk320,86424.62,2019-03-12
0007822,Samsung,galaxy11,87868.88,2019-06-05
0007823,Apple,iphone12,58566.14,2020-01-04
0007824,Samsung,galaxy10,20008.25,2019-11-06
0007825,Apple,IpadMax,31430.04,2018-05-05
0007826,Apple,iphoneSE,32232.64,2018-08-08
0007827,Apple,iphone12,81276.79,2019-06-01
0007828,Nokia,Nk400,90742.34,2018-05-19
0007829,Samsung,watch340,20433.89,2018-09-02
0007830,Samsung,watch320,48577.64,2020-01-30
0007831,Apple,iphone13,29217.21,2019-01-04
0007832,Samsung,watch320,93162.14,2019-03-22
0007833,Samsung,galaxy10,87417.72,2018-09-16
0007834,Nokia,Nk500,58959.33,2019-11-15
0007835,Samsung,watch320,25040.45,2019-07-16
0007836,Apple,IpadMax,9328.45,2018-07-31
0007837,Apple,iphone11,46290.61,2019-08-05
0007838,Samsung,galaxy10,28136.95,2019-09-21
0007839,Apple,Macbook512,31062.81,2018-12-09
0007840,Apple,iphone11,49511.18,2019-08-08
0007841,Samsung,galaxy13,54333.33,2018-10-03
0007842,Nokia,Nk500,45319.24,2019-10-16
0007843,Samsung,galaxy12,26989.86,2018-08-09
0007844,Nokia,Nk400,19315.75,2019-07-13
0007845,Nokia,Nk500,32211.6,2018-12-29
0007846,Samsung,galaxy10,67153.34,2018-12-05
0007847,Samsung,watch320,5155.1,2019-09-26
0007848,Samsung,galaxy12,79666.18,2020-04-09
0007849,Nokia,Nk400,35934.93,2018-10-03
0007850,Samsung,watch320,94447.82,2019-03-02
0007851,Nokia,Nk400,55256.41,2018-08-26
0007852,Nokia,Nk320,74369.16,2019-08-31
0007853,Nokia,Nk320,35270.75,2019-02-06
0007854,Nokia,Nk400,98511.84,2019-03-08
0007855,Apple,IpadMini,84887.99,2020-04-25
0007856,Samsung,watch320,69889.51,2018-09-13
0007857,Nokia,Nk320,62410.26,2020-03-17
0007858,Samsung,watch320,83669.35,2018-07-15
0007859,Nokia,Nk320,89800.69,2018-11-28
0007860,Nokia,Nk500,8919.37,2018-05-10
0007861,Nokia,Nk320,79852.19,2018-05-24
0007862,Samsung,galaxy10,1607.87,2019-03-01
0007863,Apple,iphone12,59104.93,2020-03-23
0007864,Samsung,watch340,25438.73,2019-04-26
0007865,Nokia,Nk400,77012.4,2019-01-02
0007866,Samsung,galaxy10,70068.54,2019-11-30
0007867,Nokia,Nk500,31381.46,2020-02-17
0007868,Nokia,Nk500,86125.13,2018-05-18
0007869,Apple,laptop256,38579.88,2019-12-20
0007870,Apple,Macbook512,93272.5,2018-05-09
0007871,Apple,IpadMax,21280.56,2019-03-06
0007872,Samsung,watch320,71375.24,2019-08-10
0007873,Samsung,watch340,49255.1,2018-06-18
0007874,Samsung,galaxy10,87347.35,2019-10-12
0007875,Nokia,Nk400,63018.94,2019-06-18
0007876,Samsung,galaxy13,71913.91,2019-12-16
0007877,Samsung,watch340,98627.89,2018-07-19
0007878,Apple,iphoneSE,83067.09,2019-05-20
0007879,Samsung,galaxy12,58476.84,2018-08-04
0007880,Apple,laptop256,79412.34,2019-10-29
0007881,Samsung,watch340,62825.13,2019-06-05
0007882,Samsung,galaxy11,94722.34,2019-07-29
0007883,Apple,iphone11,46905.66,2018-12-19
0007884,Samsung,galaxy11,2938.62,2018-05-26
0007885,Samsung,watch320,37226.35,2020-02-16
0007886,Nokia,Nk500,88605.18,2019-06-23
0007887,Apple,IpadMax,40238.23,2018-09-17
0007888,Apple,iphone13,69945.54,2019-05-15
0007889,Apple,iphone12,29136.48,2020-02-05
0007890,Apple,IpadMini,32324.24,2019-03-29
0007891,Samsung,galaxy10,73650.65,2018-07-25
0007892,Samsung,galaxy13,75312.39,2018-07-24
0007893,Nokia,Nk400,44683.41,2020-01-21
0007894,Apple,iphone12,84727.17,2019-12-09
0007895,Apple,iphone13,14258.97,2019-10-16
0007896,Samsung,watch320,60995.0,2019-12-25
0007897,Samsung,galaxy12,90067.84,2018-12-29
0007898,Samsung,galaxy10,14269.31,2020-01-25
0007899,Nokia,Nk320,16821.58,2018-11-23
0007900,Apple,iphone12,63057.61,2018-09-16
0007901,Nokia,Nk320,24180.59,2018-07-13
0007902,Nokia,Nk500,88023.89,2019-10-23
0007903,Apple,iphone12,11640.47,2018-05-03
0007904,Apple,Macbook512,83078.08,2020-02-23
0007905,Nokia,Nk320,28155.53,2018-09-10
0007906,Nokia,Nk400,6236.21,2020-02-08
0007907,Samsung,watch340,22416.26,2019-09-19
0007908,Samsung,watch340,63819.54,2019-05-20
0007909,Apple,iphone13,26868.07,2019-09-22
0007910,Samsung,watch340,79233.35,2018-08-28
0007911,Apple,Macbook512,8902.95,2019-03-05
0007912,Nokia,Nk320,21414.58,2018-07-19
0007913,Nokia,Nk400,59561.32,2018-10-07
0007914,Nokia,Nk500,6169.32,2018-10-01
0007915,Nokia,Nk400,85822.07,2019-02-05
0007916,Apple,iphone11,67151.23,2020-02-15
0007917,Apple,IpadMax,95825.21,2018-06-07
0007918,Nokia,Nk320,95363.42,2018-07-04
0007919,Apple,iphone12,98415.6,2019-03-17
0007920,Samsung,galaxy13,40599.94,2018-09-10
0007921,Samsung,galaxy10,82309.81,2019-05-14
0007922,Apple,Macbook512,83263.66,2019-03-19
0007923,Apple,IpadMax,90010.08,2018-08-31
0007924,Nokia,Nk400,33278.3,2019-04-21
0007925,Nokia,Nk500,48714.71,2019-02-25
0007926,Apple,iphoneSE,8991.16,2018-12-01
0007927,Apple,Macbook512,74586.61,2020-03-09
0007928,Nokia,Nk320,32020.61,2019-10-19
0007929,Samsung,galaxy10,9420.49,2020-04-16
0007930,Apple,iphone12,19088.56,2020-04-27
0007931,Apple,iphoneSE,56744.57,2018-09-11
0007932,Nokia,Nk320,76123.82,2019-11-02
0007933,Nokia,Nk320,24484.57,2019-11-03
0007934,Apple,iphone12,6930.64,2019-06-11
0007935,Nokia,Nk500,53740.48,2018-06-12
0007936,Apple,iphoneSE,43883.07,2020-02-19
0007937,Nokia,Nk500,56582.24,2018-10-10
0007938,Samsung,galaxy11,19220.91,2018-08-25
0007939,Nokia,Nk400,77148.45,2018-11-03
0007940,Nokia,Nk500,65488.3,2019-08-30
0007941,Samsung,watch340,28098.19,2020-03-03
0007942,Samsung,galaxy13,85216.36,2018-10-13
0007943,Samsung,galaxy10,76602.3,2019-02-26
0007944,Apple,iphoneSE,29623.05,2019-03-01
0007945,Apple,IpadMini,95167.9,2020-01-07
0007946,Apple,iphone11,32902.94,2018-06-11
0007947,Nokia,Nk320,52722.0,2019-03-20
0007948,Samsung,watch340,46620.02,2018-08-18
0007949,Nokia,Nk500,12622.08,2019-01-18
0007950,Apple,IpadMax,80514.55,2020-03-13
0007951,Samsung,galaxy10,49087.4,2018-05-14
0007952,Samsung,galaxy11,93378.14,2018-07-27
0007953,Samsung,watch320,44773.91,2019-02-01
0007954,Nokia,Nk500,44240.07,2018-06-04
0007955,Nokia,Nk500,80886.0,2018-05-01
0007956,Samsung,galaxy13,1350.81,2019-09-07
0007957,Samsung,watch320,55702.56,2018-05-31
0007958,Nokia,Nk400,67216.27,2020-03-12
0007959,Nokia,Nk320,1647.23,2019-01-06
0007960,Samsung,watch320,4807.33,2019-11-23
0007961,Apple,iphoneSE,71917.62,2019-12-05
0007962,Nokia,Nk500,2105.03,2018-05-31
0007963,Apple,IpadMini,14476.68,2019-07-04
0007964,Apple,iphone13,50117.97,2018-07-13
0007965,Samsung,watch320,17875.56,2019-12-06
0007966,Apple,IpadMini,23702.02,2018-10-26
0007967,Samsung,galaxy13,97522.84,2018-05-01
0007968,Nokia,Nk320,50498.18,2019-03-14
0007969,Nokia,Nk500,60441.33,2019-09-29
0007970,Apple,iphone11,39250.06,2020-03-11
0007971,Samsung,galaxy13,8391.74,2019-04-04
0007972,Samsung,watch340,62235.62,2018-09-18
0007973,Apple,iphone12,8585.34,2019-11-18
0007974,Samsung,galaxy13,6395.92,2018-08-09
0007975,Samsung,galaxy11,78465.18,2019-01-06
0007976,Samsung,galaxy10,6890.6,2018-08-03
0007977,Apple,IpadMini,15821.3,2019-07-08
0007978,Samsung,watch340,15753.97,2019-04-12
0007979,Nokia,Nk400,89330.84,2019-08-04
0007980,Nokia,Nk320,35273.52,2020-02-20
0007981,Samsung,galaxy11,47620.81,2019-04-06
0007982,Nokia,Nk400,89589.62,2018-07-17
0007983,Apple,IpadMax,50445.24,2019-05-21
0007984,Samsung,watch340,24218.42,2019-03-01
0007985,Samsung,watch320,3041.16,2018-07-17
0007986,Samsung,galaxy11,28264.75,2018-10-03
0007987,Nokia,Nk500,23477.98,2018-10-24
0007988,Nokia,Nk400,99460.98,2020-02-11
0007989,Apple,IpadMini,89854.91,2019-08-28
0007990,Nokia,Nk400,95267.19,2019-10-28
0007991,Apple,laptop256,76148.11,2019-12-21
0007992,Apple,iphone12,85520.65,2019-02-07
0007993,Samsung,watch320,67085.01,2019-10-08
0007994,Apple,iphoneSE,62886.22,2018-08-20
0007995,Samsung,galaxy10,79891.75,2019-03-01
0007996,Apple,IpadMini,81336.57,2019-10-06
0007997,Apple,IpadMini,73127.08,2019-02-11
0007998,Samsung,galaxy10,58643.04,2019-03-10
0007999,Apple,IpadMax,86786.46,2019-02-17
0008000,Samsung,galaxy11,80978.55,2019-12-12
0008001,Nokia,Nk500,30937.4,2019-09-14
0008002,Apple,iphoneSE,56566.67,2018-06-02
0008003,Apple,iphone12,47866.3,2018-12-06
0008004,Samsung,galaxy11,76521.23,2020-02-25
0008005,Samsung,watch340,69086.97,2019-05-19
0008006,Samsung,galaxy11,15517.73,2018-12-09
0008007,Apple,IpadMax,64189.22,2019-11-12
0008008,Apple,laptop256,30657.9,2018-12-09
0008009,Apple,iphone11,2894.04,2018-05-18
0008010,Samsung,galaxy13,333.73,2018-05-13
0008011,Apple,iphone11,72627.77,2018-08-10
0008012,Nokia,Nk320,87107.27,2019-01-05
0008013,Nokia,Nk320,22428.75,2020-02-24
0008014,Nokia,Nk320,30126.84,2020-02-10
0008015,Apple,Macbook512,61342.04,2019-12-19
0008016,Apple,Macbook512,61169.43,2020-01-29
0008017,Samsung,galaxy12,19845.08,2019-11-03
0008018,Apple,Macbook512,21640.15,2019-12-22
0008019,Nokia,Nk400,40493.62,2018-07-13
0008020,Apple,iphone12,33104.1,2020-02-01
0008021,Samsung,galaxy12,25448.98,2019-04-12
0008022,Apple,Macbook512,80992.2,2018-10-18
0008023,Apple,IpadMini,52095.39,2019-12-01
0008024,Samsung,galaxy11,49946.72,2018-11-02
0008025,Samsung,galaxy10,91615.03,2020-01-04
0008026,Apple,iphone11,54522.49,2020-04-14
0008027,Apple,laptop256,97606.57,2019-06-26
0008028,Nokia,Nk320,5295.85,2018-06-26
0008029,Samsung,galaxy10,20622.29,2020-04-04
0008030,Samsung,galaxy12,87574.4,2019-05-08
0008031,Nokia,Nk400,66406.31,2019-10-27
0008032,Nokia,Nk320,79021.8,2018-05-05
0008033,Samsung,watch340,71870.3,2019-05-18
0008034,Samsung,galaxy12,44661.58,2018-09-30
0008035,Apple,Macbook512,37996.23,2019-10-17
0008036,Nokia,Nk320,99131.74,2019-10-12
0008037,Nokia,Nk500,74232.27,2019-07-22
0008038,Nokia,Nk320,68671.73,2018-06-11
0008039,Samsung,galaxy11,42736.72,2020-01-02
0008040,Nokia,Nk500,32674.48,2018-12-03
0008041,Samsung,galaxy10,14686.95,2019-02-17
0008042,Apple,Macbook512,67756.67,2018-07-28
0008043,Nokia,Nk320,53690.97,2018-06-06
0008044,Samsung,galaxy12,64142.99,2018-06-25
0008045,Apple,Macbook512,16765.05,2018-12-19
0008046,Nokia,Nk500,71269.71,2019-10-17
0008047,Nokia,Nk500,76449.39,2018-07-01
0008048,Nokia,Nk500,26984.62,2019-10-21
0008049,Nokia,Nk320,11513.22,2019-10-17
0008050,Apple,IpadMax,21834.5,2019-03-05
0008051,Nokia,Nk500,70556.31,2018-06-03
0008052,Nokia,Nk500,47306.58,2018-10-23
0008053,Apple,iphone11,55478.98,2019-11-15
0008054,Nokia,Nk500,38049.07,2019-03-20
0008055,Samsung,galaxy13,63875.98,2019-02-13
0008056,Nokia,Nk320,4854.79,2018-11-10
0008057,Apple,IpadMini,18336.43,2018-07-05
0008058,Apple,laptop256,52050.4,2019-08-19
0008059,Samsung,watch340,92592.5,2020-01-27
0008060,Samsung,galaxy13,89077.89,2019-02-18
0008061,Samsung,galaxy13,60056.86,2018-05-29
0008062,Apple,IpadMini,28106.47,2018-09-08
0008063,Nokia,Nk500,30169.3,2019-10-08
0008064,Apple,iphone13,3239.32,2019-09-27
0008065,Samsung,galaxy11,45900.46,2018-10-22
0008066,Apple,iphone11,69828.81,2019-01-06
0008067,Nokia,Nk400,38345.36,2019-10-12
0008068,Samsung,galaxy10,41276.11,2020-02-26
0008069,Apple,laptop256,40213.92,2019-03-14
0008070,Nokia,Nk400,56035.45,2018-06-26
0008071,Nokia,Nk500,76410.65,2019-07-10
0008072,Samsung,watch340,49928.75,2020-03-12
0008073,Apple,iphoneSE,9919.21,2019-01-28
0008074,Samsung,galaxy13,28727.41,2019-12-31
0008075,Samsung,galaxy13,72783.98,2020-04-27
0008076,Samsung,galaxy13,49530.5,2018-08-18
0008077,Apple,iphone13,64648.41,2018-11-01
0008078,Samsung,galaxy11,67782.21,2018-11-27
0008079,Samsung,watch340,57038.5,2019-06-01
0008080,Apple,laptop256,19901.96,2019-07-20
0008081,Samsung,galaxy12,88825.82,2018-06-11
0008082,Samsung,galaxy12,54540.07,2018-10-16
0008083,Samsung,galaxy13,80180.3,2018-09-18
0008084,Apple,IpadMax,64092.17,2020-01-24
0008085,Apple,iphone13,84173.83,2019-09-27
0008086,Nokia,Nk400,44882.1,2018-05-16
0008087,Nokia,Nk400,82142.38,2020-02-15
0008088,Samsung,watch320,43038.02,2018-09-12
0008089,Apple,IpadMax,34976.53,2018-12-19
0008090,Nokia,Nk400,7368.07,2019-12-10
0008091,Nokia,Nk500,72015.28,2020-03-18
0008092,Samsung,watch340,70627.68,2018-10-03
0008093,Samsung,galaxy11,28291.6,2018-12-29
0008094,Nokia,Nk320,67930.46,2019-09-27
0008095,Apple,IpadMax,77421.3,2019-11-01
0008096,Apple,IpadMini,97113.58,2019-01-01
0008097,Samsung,galaxy11,71134.62,2018-05-14
0008098,Apple,IpadMax,83423.09,2019-06-26
0008099,Nokia,Nk400,34533.99,2018-10-30
0008100,Apple,iphoneSE,14431.76,2019-12-15
0008101,Samsung,watch320,24636.43,2019-06-28
0008102,Samsung,watch340,60093.32,2020-02-27
0008103,Nokia,Nk400,50868.14,2018-06-29
0008104,Nokia,Nk320,40163.73,2019-11-15
0008105,Nokia,Nk320,74670.31,2019-04-06
0008106,Nokia,Nk320,61122.45,2019-02-26
0008107,Apple,IpadMini,34385.04,2020-03-10
0008108,Samsung,galaxy10,42049.41,2019-02-17
0008109,Apple,Macbook512,57684.1,2020-02-02
0008110,Apple,laptop256,60169.21,2019-01-26
0008111,Nokia,Nk500,9261.35,2020-03-24
0008112,Apple,Macbook512,482.81,2018-07-26
0008113,Apple,iphone13,12997.64,2019-07-08
0008114,Apple,iphone12,94048.8,2019-12-08
0008115,Samsung,galaxy12,10358.13,2019-07-17
0008116,Nokia,Nk320,35817.88,2019-12-09
0008117,Nokia,Nk500,46312.54,2019-03-06
0008118,Samsung,galaxy12,38440.45,2020-04-29
0008119,Samsung,galaxy11,67428.27,2018-07-14
0008120,Samsung,galaxy10,36077.18,2019-09-07
0008121,Apple,iphoneSE,8645.01,2018-12-30
0008122,Samsung,watch320,89329.77,2018-12-09
0008123,Apple,Macbook512,13449.48,2018-09-08
0008124,Nokia,Nk320,65556.38,2020-01-27
0008125,Nokia,Nk320,94166.99,2019-01-21
0008126,Nokia,Nk500,99580.7,2019-07-07
0008127,Nokia,Nk320,91641.52,2019-11-16
0008128,Samsung,galaxy13,62418.98,2019-02-26
0008129,Nokia,Nk400,68829.45,2019-06-10
0008130,Samsung,watch340,2845.69,2018-07-16
0008131,Samsung,galaxy13,74565.46,2019-03-18
0008132,Nokia,Nk500,61771.49,2018-08-20
0008133,Nokia,Nk500,7075.86,2019-05-08
0008134,Apple,IpadMini,34184.09,2018-05-18
0008135,Apple,IpadMini,87384.66,2019-10-03
0008136,Nokia,Nk500,83593.44,2019-08-22
0008137,Apple,iphone11,72198.46,2020-03-14
0008138,Apple,iphone11,3980.2,2020-03-08
0008139,Apple,Macbook512,1178.78,2019-09-18
0008140,Apple,iphone12,31533.57,2019-08-09
0008141,Nokia,Nk500,24367.13,2018-05-03
0008142,Nokia,Nk400,35574.0,2020-01-31
0008143,Nokia,Nk320,71625.36,2018-07-31
0008144,Samsung,watch320,77980.63,2019-05-17
0008145,Apple,iphoneSE,54451.04,2019-02-10
0008146,Nokia,Nk500,75215.87,2018-11-24
0008147,Apple,Macbook512,2022.8,2019-04-25
0008148,Samsung,galaxy11,97006.21,2019-10-06
0008149,Apple,IpadMini,37339.58,2019-08-04
0008150,Nokia,Nk320,72091.47,2020-01-18
0008151,Samsung,galaxy13,99012.68,2018-06-22
0008152,Samsung,galaxy11,21125.55,2019-08-23
0008153,Nokia,Nk400,34451.14,2019-11-04
0008154,Nokia,Nk500,33340.17,2018-08-27
0008155,Apple,iphoneSE,36337.75,2019-03-12
0008156,Apple,laptop256,26174.97,2019-02-06
0008157,Nokia,Nk400,32329.62,2018-11-05
0008158,Samsung,galaxy10,26988.12,2019-11-06
0008159,Apple,Macbook512,81426.68,2019-02-09
0008160,Apple,IpadMini,45240.62,2018-06-29
0008161,Apple,iphone12,9324.04,2020-01-24
0008162,Samsung,galaxy13,12084.23,2019-05-08
0008163,Apple,laptop256,90940.58,2019-07-25
0008164,Nokia,Nk500,74349.41,2018-08-26
0008165,Nokia,Nk400,76281.91,2018-10-30
0008166,Nokia,Nk320,49944.47,2019-10-28
0008167,Apple,iphone11,32790.4,2019-07-20
0008168,Nokia,Nk400,52017.99,2019-03-02
0008169,Nokia,Nk500,84803.48,2018-09-03
0008170,Apple,iphone13,53373.15,2019-01-05
0008171,Apple,iphone12,19327.38,2019-04-30
0008172,Nokia,Nk400,85406.47,2018-12-15
0008173,Apple,Macbook512,76203.33,2019-04-26
0008174,Samsung,watch340,87974.25,2019-04-30
0008175,Apple,iphone11,27866.13,2018-10-12
0008176,Nokia,Nk400,41592.93,2018-07-15
0008177,Nokia,Nk400,67195.36,2020-01-27
0008178,Nokia,Nk400,17968.49,2018-11-23
0008179,Apple,laptop256,22305.92,2018-09-26
0008180,Samsung,galaxy10,7261.03,2019-01-05
0008181,Samsung,watch320,33169.8,2018-07-17
0008182,Samsung,galaxy12,54027.2,2019-11-26
0008183,Samsung,watch320,25967.46,2019-04-13
0008184,Samsung,watch320,23083.31,2019-06-30
0008185,Samsung,galaxy12,70774.31,2020-03-22
0008186,Samsung,galaxy13,427.41,2020-03-12
0008187,Samsung,galaxy10,19578.53,2020-03-06
0008188,Apple,iphoneSE,10845.06,2019-03-16
0008189,Apple,IpadMini,63973.14,2019-12-01
0008190,Nokia,Nk400,18669.49,2019-10-22
0008191,Samsung,watch340,65742.83,2019-01-09
0008192,Nokia,Nk320,22385.12,2019-10-27
0008193,Apple,Macbook512,1718.14,2019-05-14
0008194,Nokia,Nk320,6597.61,2018-09-03
0008195,Apple,iphone12,23116.19,2019-01-31
0008196,Apple,laptop256,66720.1,2018-08-25
0008197,Samsung,galaxy11,19987.62,2019-09-20
0008198,Apple,iphone12,13316.6,2019-05-09
0008199,Apple,IpadMax,76834.19,2019-01-14
0008200,Samsung,galaxy13,70275.77,2018-05-12
0008201,Apple,iphone12,61689.82,2018-07-10
0008202,Samsung,watch320,96032.03,2018-12-02
0008203,Apple,iphone13,5863.4,2020-04-08
0008204,Nokia,Nk400,70697.87,2018-08-03
0008205,Samsung,galaxy12,20165.76,2019-09-26
0008206,Apple,IpadMax,18691.32,2019-07-25
0008207,Samsung,galaxy10,87672.23,2018-06-04
0008208,Samsung,watch320,14761.97,2020-01-19
0008209,Nokia,Nk500,96676.43,2019-05-24
0008210,Apple,iphoneSE,87794.42,2019-09-17
0008211,Samsung,galaxy13,82806.07,2019-01-11
0008212,Samsung,galaxy11,25292.2,2018-11-20
0008213,Apple,iphone12,40165.57,2020-03-20
0008214,Samsung,galaxy12,68716.27,2019-02-02
0008215,Apple,iphoneSE,8314.59,2020-02-18
0008216,Apple,iphone12,50186.33,2020-04-15
0008217,Samsung,galaxy13,26540.58,2019-05-21
0008218,Nokia,Nk320,10668.83,2018-06-28
0008219,Apple,IpadMax,85158.35,2020-02-16
0008220,Apple,Macbook512,52307.9,2018-11-11
0008221,Apple,laptop256,61302.35,2020-04-02
0008222,Apple,IpadMini,22297.57,2020-03-31
0008223,Apple,iphoneSE,79343.83,2019-04-14
0008224,Samsung,galaxy12,90670.24,2019-02-22
0008225,Samsung,galaxy12,6441.81,2018-07-17
0008226,Nokia,Nk320,4265.0,2018-10-15
0008227,Nokia,Nk400,74459.01,2020-01-28
0008228,Nokia,Nk500,16385.83,2018-10-14
0008229,Samsung,watch340,5114.41,2020-04-28
0008230,Samsung,watch340,26971.82,2018-07-09
0008231,Apple,iphoneSE,59575.95,2018-07-24
0008232,Nokia,Nk320,17344.46,2020-04-16
0008233,Samsung,galaxy13,82704.73,2018-12-13
0008234,Apple,iphone11,48945.74,2019-01-06
0008235,Apple,laptop256,38285.08,2018-12-12
0008236,Nokia,Nk500,958.58,2019-07-29
0008237,Samsung,watch320,45144.43,2019-05-22
